Name,Website,Featured,Stage,Industry,Tags,Region,Startup HQ
PalmHR,https://palmhr.net/,,Pre-Series A,"Technology ,HR & Recruitments","SaaS,ERP",Riyadh,Saudi Arabia
PiFlow,https://www.piflow.net/,,Seed,"Technology ","SaaS,ERP",Riyadh,Saudi Arabia
Qoyod,https://www.qoyod.com,true,Pre-Series A,"Technology ","SaaS,ERP",Riyadh,Saudi Arabia
Salasa,http://salasa.co/,,Series B,"Logistics ",Subscription,Riyadh,Saudi Arabia
Taker,https://taker.io/,,Pre-Series A,"Technology ,Food & Beverages ",SaaS,Riyadh,Saudi Arabia
Vom,https://getvom.com/,,Pre-Series A,"Technology ","SaaS,ERP",Riyadh,Saudi Arabia
Wosul,https://wosul.sa/,,Pre-Series A,"Technology ","SaaS,ERP",Riyadh,Saudi Arabia
Shgardi,https://shgardi.app/en/index.html,true,Pre-Series A,"Food & Beverages ","Last Mile Delivery,Marketplace",Eastern,Saudi Arabia
Suplift,https://suplift.com,,Seed,Entertainment,Marketplace,Riyadh,Saudi Arabia
Tamra Captial,https://tamracapital.sa,,Series B,Financial Services,"Robo-Advisory ",Riyadh,Saudi Arabia
Telgani,https://www.telgani.com/en/home,,Seed,Transportation & Automotive,E-Commerce,Riyadh,Saudi Arabia
The Chefz,https://thechefz.co/en/,true,Seed,"Food & Beverages ","Last Mile Delivery,Marketplace",Riyadh,Saudi Arabia
Walaplus,https://www.walaplus.com,,Seed,"Technology ","Loyalty ",Riyadh,Saudi Arabia
Juleb,https://juleb.com,true,Seed,Healthcare,SaaS,Makkah,Saudi Arabia
Labayh,https://labayh.net/ar/,true,Pre-Series A,Wellness & Mental Health,"Telehealth ",Riyadh,Saudi Arabia
Mismar,https://mismarapp.com,true,Seed,Transportation & Automotive,"SaaS,Marketplace,E-Commerce",Riyadh,Saudi Arabia
Ejaro,https://www.ejaro.com,true,Pre-Series A,Transportation & Automotive,Marketplace,Makkah,Saudi Arabia
Algooru,https://www.algooru.com,true,Pre-Series A,Education,Marketplace,Riyadh,Saudi Arabia
Circlys,https://circlys.com,true,Seed,Financial Services,ROSCA,Riyadh,Saudi Arabia
Own,https://own.sa/,,Seed,Real Estate,Marketplace,Riyadh,Saudi Arabia
Ejari,https://ejari.sa/,true,Pre-Series A,Real Estate,BNPL,Riyadh,Saudi Arabia
Wakecap,https://www.wakecap.com/,,Pre-Series A,Construction,Hardware & loT & Drones,Riyadh,Saudi Arabia
BuildNow,https://www.buildnow.sa/,true,Pre-Series A,Construction,B2B Financing,Riyadh,Saudi Arabia
Resal,https://resal.me/en/,true,Pre-Series A,"Technology ","Loyalty ",Riyadh,Saudi Arabia
Soum,https://soum.sa/,true,Pre-Series A,"Retail,Electronics ","Social Commerce ",Riyadh,Saudi Arabia
Barq,https://barq.com/,true,Seed,Financial Services,Digital Bank,Riyadh,Saudi Arabia
Ithnain,https://ithnain.com/,true,Seed,"Healthcare,Wellness & Mental Health",Marketplace,Riyadh,Saudi Arabia
Qawafel,https://www.qawafel.sa/,,Seed,"Food & Beverages ",Marketplace,Riyadh,Saudi Arabia
Lawazem,https://www.lawazem.com/,,Seed,Retail,Marketplace,Riyadh,Saudi Arabia
Mawidy,https://mawidy.com/en/,,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia
1pass,https://1pass.app/#home,,Seed,Sports,"SaaS,Subscription",Makkah,Saudi Arabia
Abqary,https://abqary-academy.com,,Seed,Education,E-Learning,Riyadh,Saudi Arabia
Airbius,https://arabius.com,,Seed,Education,E-Learning,Riyadh,Saudi Arabia
Ajdur,https://ajdur.com/sa,,Seed,Education,E-Learning,Riyadh,Saudi Arabia
Alkhattat,https://www.alkhattat.net,,Seed,Education,E-Learning,Riyadh,Saudi Arabia
Almosafer,https://www.almosafer.com/ar,,Private Equity,Travel & Tourism,Marketplace,Riyadh,Saudi Arabia
Aqssar,https://www.aqssar.com,,Seed,Education,Streaming,Riyadh,Saudi Arabia
As3a,https://as3a.com,,Seed,HR & Recruitments,Marketplace,Makkah,Saudi Arabia
Avokado,https://avokado.sa,,Seed,"Food & Beverages ",E-Commerce,Riyadh,Saudi Arabia
B8ak,https://www.b8ak.com,,Seed,"Professional Service ",Marketplace,Eastern,Saudi Arabia
Bonat,https://www.bonat.io,,Seed,"Technology ","Loyalty ",Riyadh,Saudi Arabia
Dafater,https://dafater.sa,,Pre-Series A,"Technology ","SaaS,ERP",Riyadh,Saudi Arabia
Direct,https://directksa.com/ar/,,Seed,Travel & Tourism,E-Commerce,Riyadh,Saudi Arabia
Elham,https://www.elham.sa,,Seed,Education,"SaaS,E-Learning",Riyadh,Saudi Arabia
ِEstbyani,https://estbyani.com,,Seed,"Technology ",SaaS,Riyadh,Saudi Arabia
Ezhalha,https://ezhalha.com.sa/services,,Seed,Transportation & Automotive,"E-Commerce,Marketplace",Riyadh,Saudi Arabia
Faheem,https://www.faheemapp.com,,Seed,Education,Marketplace,Riyadh,Saudi Arabia
Falconviz,https://www.falconviz.com,,Seed,"Technology ",Hardware & loT & Drones,Makkah,Saudi Arabia
Flyin,https://www.flyin.com,,Series A,Travel & Tourism,"E-Commerce,Marketplace",Riyadh,Saudi Arabia
GAGA,https://gaga-app.com/,,Seed,Education,"E-Learning,Marketplace",Eastern,Saudi Arabia
Geeks Valley,https://geeksvalley.com,,Seed,"Electronics ",E-Commerce,Makkah,Saudi Arabia
Geidea,https://www.geidea.net/,,Private Equity,Financial Services,"ePOS,Payment Gateway,Financial Solution",Riyadh,Saudi Arabia
Haboob,https://haboob.sa,,Seed,"Technology ","Cyber Security ",Riyadh,Saudi Arabia
HalaYalla,https://halayalla.com/sa-en,,Seed,"Travel & Tourism,Technology ","E-Commerce,Marketplace",Riyadh,Saudi Arabia
Haraj,https://haraj.com.sa,true,Private Equity,"Social,Technology ","Advertisement,Social Commerce ",Riyadh,Saudi Arabia
Haseel,https://haseelapp.com,,Series A,"Food & Beverages ","Marketplace,E-Commerce",Riyadh,Saudi Arabia
Hudhud,https://www.hudhud.ai,,Seed,"Technology ",AI & Machine Learning,Riyadh,Saudi Arabia
Hungerstation,https://hungerstation.com/sa-ar,,Private Equity,"Food & Beverages ","Marketplace,Last Mile Delivery,E-Commerce",Riyadh,Saudi Arabia
Iajeer,https://www.iajeer.com,,Seed,"Professional Service ",Marketplace,Riyadh,Saudi Arabia
idrive,https://idrive-ksa.com,,Seed,Transportation & Automotive,"E-Commerce,Subscription",Riyadh,Saudi Arabia
Istoria,https://istoria.app/en/,true,Seed,Education,E-Learning,Riyadh,Saudi Arabia
Jareed,https://www.jareed.net,,Seed,Media,Advertisement,Makkah,Saudi Arabia
Lugmety,https://lugmety.com,,Pre-Series A,"Food & Beverages ","E-Commerce,Marketplace,Last Mile Delivery",Makkah,Saudi Arabia
Maharah,https://maharah.co,,Seed,"Professional Service ",Marketplace,Makkah,Saudi Arabia
Marn,https://marn.io,,Seed,HR & Recruitments,Marketplace,Riyadh,Saudi Arabia
Mntrni,https://get.mntrni.com,,Seed,"Consulting,Professional Service ",Marketplace,Makkah,Saudi Arabia
Munjz,https://munjz.com,true,Series A,"Real Estate,Professional Service ","SaaS,Marketplace",Riyadh,Saudi Arabia
Namthaja,https://namthaja.com,,Seed,"Manufacturing ",3D Printing,Eastern,Saudi Arabia
Passioneurs,https://www.passioneurs.net/ar,,Seed,"Professional Service ,Art & Design",Marketplace,Makkah,Saudi Arabia
Print.sa,https://www.print.sa,,Seed,Art & Design,E-Commerce,Makkah,Saudi Arabia
Qdrat,https://qdrat.com,,Seed,Education,E-Learning,Riyadh,Saudi Arabia
Qewam,https://www.qewam.com,,Seed,"Technology ",SaaS,Makkah,Saudi Arabia
Rain,https://www.rain.com,,Series B,Financial Services,Cryptocurrencies & NFTs,Eastern,Saudi Arabia
Rawaq,https://www.rwaq.org,,Seed,Education,E-Learning,Riyadh,Saudi Arabia
Ri7laty,https://www.ri7laty.com,,Seed,"Education,Travel & Tourism","E-Commerce,Marketplace",Riyadh,Saudi Arabia
Sadeem,https://sadeemwss.com,,Seed,"Technology ",Hardware & loT & Drones,Makkah,Saudi Arabia
Saee,https://saee.sa,,Seed,"Logistics ",Last Mile Delivery,Makkah,Saudi Arabia
Sajil,https://www.sajil.org,,Seed,"Technology ",APP Dev & PaaS,Riyadh,Saudi Arabia
Sanar,https://www.sanar.sa,true,Seed,Healthcare,"Telehealth ",Riyadh,Saudi Arabia
Sawerly,http://sawerly.com,,Seed,"Professional Service ",Marketplace,Makkah,Saudi Arabia
Scalers,https://www.withscalers.com,,Seed,HR & Recruitments,Marketplace,Eastern,Saudi Arabia
Speero,https://speero.net,,Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia
Tabib Group,https://tabibgroup.net,,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia
Telfaz11,https://telfaz11.com,true,Series A,Media Production,Media Production & Distribution,Riyadh,Saudi Arabia
Testahel,https://testahel.sa,,Seed,Education,Subscription,Riyadh,Saudi Arabia
Thobi,https://thobi.sa,,Seed,Fashion,E-Commerce,Riyadh,Saudi Arabia
Uturn,https://uturn.me,true,Series B,Media Production,Media Production & Distribution,Makkah,Saudi Arabia
Warshaplus,https://warshaplus.com/home,,Seed,Transportation & Automotive,E-Commerce,Makkah,Saudi Arabia
Wateen App,https://wateenapp.org,,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia
Ynmodata,https://ynmodata.com/en/,,Seed,Education,SaaS,Makkah,Saudi Arabia
YouPositive,https://youpositive.co/ar/,,Pre-Seed,Wellness & Mental Health,Marketplace,Riyadh,Saudi Arabia
Blomal,https://blomal.sa/,,Pre-Seed,Financial Services,"Fund Distribution ",Makkah,Saudi Arabia
Nuzul,https://www.nuzul.com/,,Seed,Real Estate,SaaS,Riyadh,Saudi Arabia
Livsho,https://www.linkedin.com/company/livsho/,,Seed,"Consumer Service ,Retail","Social Commerce ",Makkah,Saudi Arabia
Ojrah App,https://ojrahapp.com/,,Seed,Transportation & Automotive,"SaaS,Hardware & loT & Drones",Makkah,Saudi Arabia
GlassHub,https://glasshub.ai/,,Seed,"Technology ","SaaS,RegTech",Riyadh,Saudi Arabia
Cipher,https://www.cipher.com.sa/,true,Private Equity,"Technology ","Cyber Security ",Riyadh,Saudi Arabia
SalesFine,https://salesfine.co/,,Pre-Series A,Financial Services,B2B Financing,Riyadh,Saudi Arabia
Lockers,https://lockers.sa/,,Pre-Seed,"Logistics ",E-Commerce,Riyadh,Saudi Arabia
Behja,https://www.behja.co/ar,,Seed,Real Estate,BNPL,Riyadh,Saudi Arabia
Rent Kara,https://rentkara.com/,,Seed,"Electronics ",Subscription,Riyadh,Saudi Arabia
Reporty,https://www.swc-dent.com/main/,,Seed,Healthcare,SaaS,Riyadh,Saudi Arabia
Ocean Revive,https://ocean-revive.com/,,Seed,Environment,"AgriTech,Subscription",Makkah,Saudi Arabia
UpLevel,https://uplevel.sa/en/,,Seed,Education,Marketplace,Riyadh,Saudi Arabia
WorkHint,https://www.workhint.com/,,Seed,HR & Recruitments,SaaS,Riyadh,Saudi Arabia
CyberSenshi,https://www.cybersenshi.com/,,Seed,"Technology ","Cyber Security ",Riyadh,Saudi Arabia
BuildHop,https://www.buildhop.com/,,Seed,Construction,Marketplace,Riyadh,Saudi Arabia
Suhail,https://suhail.ai/,,Seed,Real Estate,"AI & Machine Learning,Subscription",Riyadh,Saudi Arabia
Rize,https://rize.sa/,,Series A,Real Estate,BNPL,Riyadh,Saudi Arabia
Mabaat,https://www.mabaat.com,,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia
Deal App,https://dealapp.sa/,,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia
Ayen,https://ayen.com.sa/,,Seed,Real Estate,Marketplace,Riyadh,Saudi Arabia
Darent,https://darent.com/en,,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia
Aseel,https://investaseel.sa/,,Pre-Series A,"Financial Services,Real Estate",Crowdfunding,Riyadh,Saudi Arabia
Nabeeh,https://www.nabeehapp.com/,,Seed,Real Estate,SaaS,Riyadh,Saudi Arabia
Foz,https://foz.sa/,,Seed,Gifting,Marketplace,Riyadh,Saudi Arabia
Hero,https://www.tryhero.io/,,Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia
Lahint,https://lahint.sa/ar,,Pre-Seed,"Technology ",AI & Machine Learning,Riyadh,Saudi Arabia
Barakah,https://www.barakah.app/,,Seed,"Food & Beverages ,Environment",Marketplace,Makkah,Saudi Arabia
Iyris,https://iyris.com/,,Series A,Environment,AgriTech,Makkah,Saudi Arabia
Saher Flow Solutions,https://saherflow.com/,,Seed,"Oil, Gas, and Energy",Hardware & loT & Drones,Makkah,Saudi Arabia
Elevatus,https://www.elevatus.io/,,Seed,HR & Recruitments,SaaS,Riyadh,Saudi Arabia
Brkz,https://brkz.com/,,Seed,Construction,Marketplace,Riyadh,Saudi Arabia
Lisan,https://www.lisan.com/,,Pre-Series A,"Technology ",AI & Machine Learning,Riyadh,Saudi Arabia
LogesTechs,https://logestechs.com/,,Seed,"Logistics ",SaaS,Riyadh,Saudi Arabia
Hazen,https://www.hazen.ai/,,Seed,"Technology ,Transportation & Automotive",SaaS,Makkah,Saudi Arabia
Bynh,https://bynh.sa/,,Seed,Legal,Marketplace,Riyadh,Saudi Arabia
Ameen,https://www.ameen.care/,,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia
Uvera,https://www.uvera.co/,,Seed,"Food & Beverages ","AgriTech,BioTech",Makkah,Saudi Arabia
Naseej,https://naseej.market/en/,,Seed,Retail,"Marketplace,E-Commerce",Makkah,Saudi Arabia
Tmyyoz,https://tmyyoz.com.sa/,,Seed,Education,E-Learning,Makkah,Saudi Arabia
Ballurh,https://ballurh.io/en/,,Seed,"Food & Beverages ","SaaS,AI & Machine Learning",Makkah,Saudi Arabia
Truc-King,https://www.truc-king.com/,,Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia
Eventful,https://www.eventful.sa/,,Seed,Entertainment,Marketplace,Riyadh,Saudi Arabia
Bonokey,https://www.bonokey.com/en,,Seed,Financial Services,Aggregator,Riyadh,Saudi Arabia
Gasable,https://www.gasable.com/,,Seed,"Oil, Gas, and Energy","AI & Machine Learning,Hardware & loT & Drones",Riyadh,Saudi Arabia
Aqarsas,https://aqarsas.sa/,,Seed,Real Estate,Subscription,Riyadh,Saudi Arabia
Awaed,https://awaed.capital/,,Series A,Financial Services,"Trading ,Fund Distribution ",Riyadh,Saudi Arabia
Rehan,https://rehan.com.sa/,,Seed,Financial Services,"Fund Distribution ",Riyadh,Saudi Arabia
Makassb,https://makassb.co/,,Seed,Financial Services,"Fund Distribution ",Riyadh,Saudi Arabia
Wafer,https://waferinvest.sa/Ui/Landing,,Seed,Financial Services,"Fund Distribution ",Riyadh,Saudi Arabia
Bwatech,https://bwatech.sa/,,Seed,Financial Services,Fintech Infrastructure,Riyadh,Saudi Arabia
Dinar,https://www.dinar.sa/,,Seed,Financial Services,SME-Funding,Riyadh,Saudi Arabia
Sukuk,https://sukuk.sa/,,Pre-Series A,Financial Services,B2B Financing,Riyadh,Saudi Arabia
Fanni,https://fanni.sa/en/index.html,,Seed,"Professional Service ",Marketplace,Riyadh,Saudi Arabia
Ajras,https://ajras.com/,,Seed,Real Estate,BNPL,Riyadh,Saudi Arabia
Eddekhar,https://eddekhar.com/,,Pre-Seed,"Financial Services,Technology ","Aggregator,Financial Solution,Robo-Advisory ",Riyadh,Saudi Arabia
SDM,https://sdm.sa/,,Pre-Seed,"Healthcare,Technology ","AI & Machine Learning,Computer Vision",Riyadh,Saudi Arabia
Rintel,https://www.rintel.co/,,Pre-Seed,"Retail,Food & Beverages ","SaaS,AI & Machine Learning",Riyadh,Saudi Arabia
Livedin,www.livedin.co,,Seed,"Real Estate,Technology ","SaaS,Hospitality",Riyadh,Saudi Arabia
Aman Vision,https://amanvision.ai/,,Seed,"Technology ,Construction,Manufacturing ","AI & Machine Learning,Computer Vision,SmartCity/Home,SaaS,Industry 4.0,Manufacturing ,Hardware & loT & Drones",Riyadh,Saudi Arabia
Squadio,www.squadio.com,,Pre-Series A,"HR & Recruitments,Consulting,Professional Service ","HR & Recruitment ",Riyadh,Saudi Arabia
KwikSign,Www.kwiktrust.com,,Seed,"Technology ,Financial Services,Real Estate,Legal","Financial Solution,Fintech Infrastructure,Blockchain Solution ",Riyadh,Saudi Arabia
Declic,https://declic.net/,,Seed,"Social,Entertainment","Payment Gateway,AI & Machine Learning,Social Media,Advertisement",Riyadh,Saudi Arabia
Carly - كارلي,https://www.halacarly.com,,Seed,Transportation & Automotive,"E-Commerce,Financial Solution",Riyadh,Saudi Arabia
Camelab ai,Camelab.co,,Pre-Seed,Media Production,Advertisement,Riyadh,Saudi Arabia
Levers,www.uselevers.com,,Seed,Financial Services,"AI & Machine Learning,B2B Financing,Financial Solution,SaaS,BNPL",Riyadh,Saudi Arabia
WAQ3Y,https://waq3y.sa/,,Pre-Seed,"Technology ","Web3& Metaverse ",Riyadh,Saudi Arabia
RevYou,Building the MVP,,Pre-Seed,Retail,Advertisement,Makkah,Saudi Arabia
Datadroves,https://datadroves.com,,Pre-Seed,"Technology ",AI & Machine Learning,Makkah,Saudi Arabia
STRABL,https://strabl.io,,Seed,Financial Services,,Riyadh,Saudi Arabia
Son Sayartic,https://sayenha.com/,,Pre-Seed,"Transportation & Automotive,Logistics ","CRM,Aggregator,Logistics",Riyadh,Saudi Arabia
Zaher,Wwww.zaher.io,,Seed,"Retail,Technology ","E-Commerce,Marketplace",Riyadh,Saudi Arabia
Watzen,Watzen.ai,,Seed,"Entertainment,Technology ","AI & Machine Learning,Advertisement,Media Production & Distribution",Riyadh,Saudi Arabia
Qurudi,https://www.qurudi.com.sa/,,Pre-Seed,Financial Services,Financial Solution,Makkah,Saudi Arabia
Amwal Tech,amwal.tech,,Seed,Financial Services,"BNPL,E-Commerce,Fintech Infrastructure,Payment Gateway",Riyadh,Saudi Arabia
PIESHIP,www.pieship.com,,Seed,"Logistics ","Logistics,AI & Machine Learning,E-Commerce",Riyadh,Saudi Arabia
Bas10,Bas-10.com,,Pre-Seed,"Consulting,Education","Marketplace,SaaS,Subscription",Riyadh,Saudi Arabia
Edama,https://www.edamasolutions.com/,,Seed,Environment,Hardware & loT & Drones,Makkah,Saudi Arabia
Yourparts,www.yourparts.com,,Seed,"Transportation & Automotive,Distribution,Financial Services","Car Solution ,BNPL,E-Commerce,Maintenance Service ,Fleet Mangement ,Marketplace,SaaS,B2B Financing,Wholesale,Transport & Micro Mobility",Riyadh,Saudi Arabia
AmplifAI,https://www.amplifaihealth.com/,,Seed,Healthcare,AI & Machine Learning,Riyadh,Saudi Arabia
Bites,https://studybites.ai,,Pre-Series A,Education,AI & Machine Learning,Riyadh,Saudi Arabia
Beems,www.beems.io,,Pre-Seed,"Technology ","Blockchain Solution ,Consumer Services,SaaS",Riyadh,United Arab Emirates
Thriftplan,www.thriftplan.sa,,Pre-Series A,"Technology ","HR & Recruitment ,Financial Solution,Robo-Advisory ",Riyadh,Saudi Arabia
Doos,www.doo.sa,,Seed,"Food & Beverages ,Gifting,Personal Care & Beauty ,Retail","E-Commerce,Gifting ",Makkah,Saudi Arabia
Grooshy,www.grooshy.com,,Seed,Financial Services,"Financial Solution,Expense Mangement",Riyadh,Saudi Arabia
Eyepoke Entertainment,Eyepoke.co,,Pre-Seed,"Entertainment,Gaming,Technology ,Media Production,Media,Toys & Games","AI & Machine Learning,Media Production & Distribution,Game Dev",Makkah,Saudi Arabia
Uppermost,https://uppermostsa.com/,,Pre-Seed,"Real Estate,Financial Services","SaaS,RegTech,Financial Solution",Riyadh,Saudi Arabia
Athek,Www.ATHEK.Com,,Seed,"Technology ",IT Solutions Services,Riyadh,Saudi Arabia
Seyaha,www.seyaha.net,,Seed,Travel & Tourism,SaaS,Riyadh,Saudi Arabia
Techrar,https://techrar.com/,,Pre-Series A,"Food & Beverages ","Subscription,SaaS",Makkah,Saudi Arabia
Popsy,https://www.popsy.sa/,,Pre-Series A,"Consumer Service ,Electronics ,Retail","Marketplace,Consumer Services",Riyadh,Saudi Arabia
Resal,Www.resal.me,,Pre-Series B,"Technology ,Financial Services",,Makkah,Saudi Arabia
Builtop,www.builtop.com,,Seed,"Real Estate,Construction,Technology ",Marketplace,Riyadh,Saudi Arabia
sayan,sayan.pro,,Pre-Seed,"Education,Electronics ","Affiliate Marketing,E-Commerce,E-Learning",Madinah,Saudi Arabia
Matjrah,https://matjrah.com,,Seed,"Technology ",SaaS,Makkah,Saudi Arabia
SCOVR,www.scovr.com,,Seed,"Travel & Tourism,Healthcare,Sports,Communication,Gaming,Social,Entertainment","SmartCity/Home,Social Commerce ",Riyadh,Saudi Arabia
Blend Comapny,Tryblend.net,,Seed,"Technology ,Food & Beverages ","Cloud Solution ,Fleet Mangement ,SaaS",Riyadh,Saudi Arabia
Hysabat Solutions,hysabat.com,,Pre-Seed,"Technology ","SaaS,Cloud Solution ,ePOS,Financial Solution,Last Mile Delivery,HR & Recruitment ,ERP",Riyadh,Saudi Arabia
Kitchout,Kitchout.co,,Seed,"Food & Beverages ",Cloud Kitchen,Riyadh,Saudi Arabia
Occasion,Www.occaionsa.com,,Pre-Seed,"Entertainment,Gifting,Food & Beverages ",APP Dev & PaaS,Riyadh,Saudi Arabia
Pnode Auditing |  بنود للتدقيق,www.pnode.co,,Pre-Seed,"Financial Services,Consulting,Professional Service ,Legal","Blockchain Solution ,Fintech Infrastructure,AI & Machine Learning,Cloud Solution ,Marketplace,SaaS,Financial Solution",Riyadh,Saudi Arabia
Nokhbah,app.nokhbah.academy,,Pre-Seed,"Technology ,Education","AI & Machine Learning,Marketplace,SaaS,E-Learning",Eastern,Saudi Arabia
منصة نماذج,www.nmathj.com,,Pre-Seed,"Technology ","AI & Machine Learning,Cloud Solution ,SaaS",Riyadh,Saudi Arabia
Daysum,https://daysum.net/,,Pre-Seed,"Technology ","Cloud Solution ,SaaS,ERP",Eastern,Saudi Arabia
Sunnah Reality,https://salla.sa/sunnaasar,,Seed,Art & Design,"3D Printing,Trading ",Makkah,Saudi Arabia
COGNNA,https://cognna.com,,Seed,"Technology ","Cyber Security ,AI & Machine Learning",Riyadh,Saudi Arabia
Talento | تالنتو,www.talento-hr.com,,Pre-Seed,"Technology ,HR & Recruitments","SaaS,Cloud Solution ,ERP",Riyadh,Saudi Arabia
Quantum,https://quantums.com.sa/,,Pre-Series A,"Technology ","SaaS,Advertisement",Makkah,Saudi Arabia
FlyNow Arabia Ltd,www.flynow-aviation.com,,Pre-Series B,"Manufacturing ,Transportation & Automotive,Logistics ,Travel & Tourism","Hardware & loT & Drones,Autonomous Driving ,Last Mile Delivery,Robotics ,Manufacturing ,Logistics,Transport & Micro Mobility",Riyadh,Saudi Arabia
MAXtasx,Www.masters.com,,Pre-Seed,"Logistics ,Transportation & Automotive,Construction",Logistics,Riyadh,Saudi Arabia
Maqsam,http://maqsam.com,,Pre-Series A,"Technology ,Communication,Telecommunication","AI & Machine Learning,Cloud Solution ,SaaS,X-as-a-service model ",Riyadh,Saudi Arabia
AZEEMA,azeema.sa,,Seed,"Food & Beverages ","Hospitality,Marketplace",Riyadh,Saudi Arabia
Tahdir,https://tahdir.sa/,,Seed,"Technology ,Education",SaaS,Eastern,Saudi Arabia
Awfar,Https://awfar.com,,Pre-Series A,"Technology ,Telecommunication","AI & Machine Learning,CRM,IT Solutions Services,SaaS",Riyadh,Saudi Arabia
Sahl,www.getsahl.io,,Seed,"Technology ","Cyber Security ,RegTech,SaaS,AI & Machine Learning",Riyadh,Saudi Arabia
BasicsEngage,www.basicsengage.com,,Seed,"Communication,Technology ",SaaS,Riyadh,Saudi Arabia
SportLOOP,https://www.linkedin.com/in/sultan-alzohofi-6525b299?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,,Pre-Seed,"Sports,Technology ,Travel & Tourism",eSports Platform,Riyadh,Saudi Arabia
VMinds AI,https://vminds.ai/,,Seed,"Technology ",AI & Machine Learning,Riyadh,Saudi Arabia
Baseer,Baseer.me,,Pre-Seed,"Education,HR & Recruitments,Technology ","E-Learning,Marketplace",Riyadh,Saudi Arabia
TaskersHub,Www.taskers-hub.com,,Seed,"HR & Recruitments,Financial Services,Art & Design,Consulting,Consumer Service ,Professional Service ","B2B Financing,APP Dev & PaaS",Riyadh,Saudi Arabia
Priv0,priv0.com,,Seed,"Technology ,Consulting","Cyber Security ",Riyadh,Saudi Arabia
Bynow,www.bynow.ai,,Seed,Financial Services,"Financial Solution,B2B Financing,BNPL,AI & Machine Learning",Riyadh,Saudi Arabia
استديو اكس,https://x.com/xstudio987,,Pre-Seed,"Gaming,Technology ,Entertainment","AI & Machine Learning,Game Dev",Riyadh,Saudi Arabia
Zerofunnel,Www.zerofunnel.com,,Pre-Seed,"Technology ","CRM,SaaS,Social Commerce ,Social Media",Makkah,Saudi Arabia
Salesfine,Www.salesfine.co,,Pre-Series A,Financial Services,B2B Financing,Riyadh,Saudi Arabia
Aid AI,https://aid.sa/,,Pre-Seed,"Technology ",AI & Machine Learning,Riyadh,Saudi Arabia
ChawR Platform,TryChawR.com,,Seed,"Legal,HR & Recruitments,Consulting","AI & Machine Learning,HR & Recruitment ,SaaS",Riyadh,Saudi Arabia
ADresApp,https://www.instagram.com/adresapp/,,Seed,"Technology ,Social,Consumer Service ","SaaS,Social Media,Marketplace",Jazan,Saudi Arabia
Wave wave,https://wave6wave.com/#,,Seed,"Travel & Tourism,Technology ","E-Commerce,Subscription,Hospitality",Makkah,Saudi Arabia
Balluru,https://ballurh.io/en/,,Seed,"Food & Beverages ,HORECA,Retail","AI & Machine Learning,SaaS,Advertisement",Riyadh,Saudi Arabia
iroom,iroom.ai,,Pre-Seed,Travel & Tourism,"Cloud Solution ",Makkah,Saudi Arabia
Lamha | لمحة,www.getlamha.com,,Seed,Financial Services,Financial Solution,Makkah,Saudi Arabia
Swarm robotics,Swarmrobotics.io,,Seed,"Robotics ,Technology ,Hardware","Autonomous Driving ,Hardware & loT & Drones,Manufacturing ,Robotics ,X-as-a-service model ",Riyadh,Saudi Arabia
welcome app,welcome.sa,,Seed,"Transportation & Automotive,Logistics ","Last Mile Delivery,Transport & Micro Mobility,ClimateTech",Riyadh,Saudi Arabia
Go Steer,https://gosteer.sa/,,Seed,"Technology ,Transportation & Automotive,Travel & Tourism","Car Solution ,Marketplace,Aggregator,SaaS",Riyadh,Saudi Arabia
SIDEUP,www.sideup.co,,Pre-Series A,"Logistics ",SaaS,Riyadh,Saudi Arabia
Slangit Technologies,www.slangit.ai,,Pre-Seed,"Education,Technology ,Real Estate,Healthcare,Travel & Tourism,Communication,Consumer Service ,HR & Recruitments,Legal,Insurance ,Manufacturing ,Oil, Gas, and Energy,Professional Service ,Telecommunication,Construction,Retail","AI & Machine Learning,X-as-a-service model ,E-Learning,SaaS",Riyadh,Saudi Arabia
Patlah Shop,https://patrah.com/,,Seed,"Fashion,Personal Care & Beauty ,Healthcare","Drop-Shipping ,E-Commerce",Makkah,Saudi Arabia
AQUIVIO Arabia LLC,https://www.aquivio.com,,Seed,"Technology ","SmartCity/Home,ClimateTech,Hardware & loT & Drones,Hospitality",Riyadh,Saudi Arabia
Sawa Ride,www.sawaride.app,,Pre-Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia
Trivers,www.trivers.me,,Seed,"Technology ,HR & Recruitments","HR & Recruitment ,SaaS",Riyadh,Saudi Arabia
AILA,aila.sa,,Seed,Education,"AI & Machine Learning,SaaS",Riyadh,Saudi Arabia
