Name,Website,Featured,Stage,Industry,Tags,Region,Startup HQ,NumOfTags,Funding (USD),CompanySize,Funding_min,rate_percent,Allign with 2030,Funding_Avg,Opportunity_Level,Year of establishment
UpLevel,https://uplevel.sa/en/,,Seed,Education,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2024
WorkHint,https://www.workhint.com/,,Seed,HR & Recruitments,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
CyberSenshi,https://www.cybersenshi.com/,,Seed,Technology ,Cyber Security ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
BuildHop,https://www.buildhop.com/,,Seed,Construction,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2021
Suhail,https://suhail.ai/,,Seed,Real Estate,"AI & Machine Learning,Subscription",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Rize,https://rize.sa/,,Series A,Real Estate,BNPL,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,
Mabaat,https://www.mabaat.com,,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
Deal App,https://dealapp.sa/,,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,
Ayen,https://ayen.com.sa/,,Seed,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
Darent,https://darent.com/en,,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2021
Aseel,https://investaseel.sa/,,Pre-Series A,"Financial Services,Real Estate",Crowdfunding,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Nabeeh,https://www.nabeehapp.com/,,Seed,Real Estate,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2021
Foz,https://foz.sa/,,Seed,Gifting,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Hero,https://www.tryhero.io/,,Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Lahint,https://lahint.sa/ar,,Pre-Seed,Technology ,AI & Machine Learning,Riyadh,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2023
Barakah,https://www.barakah.app/,,Seed,"Food & Beverages ,Environment",Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2022
Iyris,https://iyris.com/,,Series A,Environment,AgriTech,Makkah,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,13.68,Yes,10.50M,Medium,2018
Saher Flow Solutions,https://saherflow.com/,,Seed,"Oil, Gas, and Energy",Hardware & loT & Drones,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2022
Elevatus,https://www.elevatus.io/,,Seed,HR & Recruitments,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Brkz,https://brkz.com/,,Seed,Construction,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Lisan,https://www.lisan.com/,,Pre-Series A,Technology ,AI & Machine Learning,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2021
LogesTechs,https://logestechs.com/,,Seed,Logistics ,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Hazen,https://www.hazen.ai/,,Seed,"Technology ,Transportation & Automotive",SaaS,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2018
Bynh,https://bynh.sa/,,Seed,Legal,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Ameen,https://www.ameen.care/,,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Uvera,https://www.uvera.co/,,Seed,Food & Beverages ,"AgriTech,BioTech",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2019
Naseej,https://naseej.market/en/,,Seed,Retail,"Marketplace,E-Commerce",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Tmyyoz,https://tmyyoz.com.sa/,,Seed,Education,E-Learning,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2021
Ballurh,https://ballurh.io/en/,,Seed,Food & Beverages ,"SaaS,AI & Machine Learning",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Truc-King,https://www.truc-king.com/,,Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2024
Eventful,https://www.eventful.sa/,,Seed,Entertainment,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Bonokey,https://www.bonokey.com/en,,Seed,Financial Services,Aggregator,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Gasable,https://www.gasable.com/,,Seed,"Oil, Gas, and Energy","AI & Machine Learning,Hardware & loT & Drones",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2016
Aqarsas,https://aqarsas.sa/,,Seed,Real Estate,Subscription,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,No,2.00M,Medium,2016
Awaed,https://awaed.capital/,,Series A,Financial Services,"Trading ,Fund Distribution ",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2021
Rehan,https://rehan.com.sa/,,Seed,Financial Services,Fund Distribution ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Makassb,https://makassb.co/,,Seed,Financial Services,Fund Distribution ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
Wafer,https://waferinvest.sa/Ui/Landing,,Seed,Financial Services,Fund Distribution ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
Bwatech,https://bwatech.sa/,,Seed,Financial Services,Fintech Infrastructure,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Dinar,https://www.dinar.sa/,,Seed,Financial Services,SME-Funding,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
Sukuk,https://sukuk.sa/,,Pre-Series A,Financial Services,B2B Financing,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Fanni,https://fanni.sa/en/index.html,,Seed,Professional Service ,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Ajras,https://ajras.com/,,Seed,Real Estate,BNPL,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
Eddekhar,https://eddekhar.com/,,Pre-Seed,"Financial Services,Technology ","Aggregator,Financial Solution,Robo-Advisory ",Riyadh,Saudi Arabia,3,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,
SDM,https://sdm.sa/,,Pre-Seed,"Healthcare,Technology ","AI & Machine Learning,Computer Vision",Riyadh,Saudi Arabia,2,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2019
Rintel,https://www.rintel.co/,,Pre-Seed,"Retail,Food & Beverages ","SaaS,AI & Machine Learning",Riyadh,Saudi Arabia,2,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,
Livedin,www.livedin.co,,Seed,"Real Estate,Technology ","SaaS,Hospitality",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Aman Vision,https://amanvision.ai/,,Seed,"Technology ,Construction,Manufacturing ","AI & Machine Learning,Computer Vision,SmartCity/Home,SaaS,Industry 4.0,Manufacturing ,Hardware & loT & Drones",Riyadh,Saudi Arabia,7,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Squadio,www.squadio.com,,Pre-Series A,"HR & Recruitments,Consulting,Professional Service ",HR & Recruitment ,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
KwikSign,Www.kwiktrust.com,,Seed,"Technology ,Financial Services,Real Estate,Legal","Financial Solution,Fintech Infrastructure,Blockchain Solution ",Riyadh,Saudi Arabia,3,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Declic,https://declic.net/,,Seed,"Social,Entertainment","Payment Gateway,AI & Machine Learning,Social Media,Advertisement",Riyadh,Saudi Arabia,4,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Carly - كارلي,https://www.halacarly.com,,Seed,Transportation & Automotive,"E-Commerce,Financial Solution",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Camelab ai,Camelab.co,,Pre-Seed,Media Production,Advertisement,Riyadh,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,
Levers,www.uselevers.com,,Seed,Financial Services,"AI & Machine Learning,B2B Financing,Financial Solution,SaaS,BNPL",Riyadh,Saudi Arabia,5,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
WAQ3Y,https://waq3y.sa/,,Pre-Seed,Technology ,Web3& Metaverse ,Riyadh,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2024
RevYou,Building the MVP,,Pre-Seed,Retail,Advertisement,Makkah,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,13.68,Yes,1.25M,Low,2025
Datadroves,https://datadroves.com,,Pre-Seed,Technology ,AI & Machine Learning,Makkah,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,13.68,Yes,1.25M,Low,
STRABL,https://strabl.io,,Seed,Financial Services,,Riyadh,Saudi Arabia,0,1M – 3M,Startup / Small,1000000.0,75.6,No,2.00M,Medium,2021
Son Sayartic,https://sayenha.com/,,Pre-Seed,"Transportation & Automotive,Logistics ","CRM,Aggregator,Logistics",Riyadh,Saudi Arabia,3,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,
Zaher,Wwww.zaher.io,,Seed,"Retail,Technology ","E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Watzen,Watzen.ai,,Seed,"Entertainment,Technology ","AI & Machine Learning,Advertisement,Media Production & Distribution",Riyadh,Saudi Arabia,3,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Qurudi,https://www.qurudi.com.sa/,,Pre-Seed,Financial Services,Financial Solution,Makkah,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,13.68,Yes,1.25M,Low,
Amwal Tech,amwal.tech,,Seed,Financial Services,"BNPL,E-Commerce,Fintech Infrastructure,Payment Gateway",Riyadh,Saudi Arabia,4,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
PIESHIP,www.pieship.com,,Seed,Logistics ,"Logistics,AI & Machine Learning,E-Commerce",Riyadh,Saudi Arabia,3,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Bas10,Bas-10.com,,Pre-Seed,"Consulting,Education","Marketplace,SaaS,Subscription",Riyadh,Saudi Arabia,3,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2023
Edama,https://www.edamasolutions.com/,,Seed,Environment,Hardware & loT & Drones,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,
Yourparts,www.yourparts.com,,Seed,"Transportation & Automotive,Distribution,Financial Services","Car Solution ,BNPL,E-Commerce,Maintenance Service ,Fleet Mangement ,Marketplace,SaaS,B2B Financing,Wholesale,Transport & Micro Mobility",Riyadh,Saudi Arabia,10,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
AmplifAI,https://www.amplifaihealth.com/,,Seed,Healthcare,AI & Machine Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Bites,https://studybites.ai,,Pre-Series A,Education,AI & Machine Learning,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,
Beems,www.beems.io,,Pre-Seed,Technology ,"Blockchain Solution ,Consumer Services,SaaS",Riyadh,United Arab Emirates,3,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,
Thriftplan,www.thriftplan.sa,,Pre-Series A,Technology ,"HR & Recruitment ,Financial Solution,Robo-Advisory ",Riyadh,Saudi Arabia,3,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,
Doos,www.doo.sa,,Seed,"Food & Beverages ,Gifting,Personal Care & Beauty ,Retail","E-Commerce,Gifting ",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2007
Grooshy,www.grooshy.com,,Seed,Financial Services,"Financial Solution,Expense Mangement",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Eyepoke Entertainment,Eyepoke.co,,Pre-Seed,"Entertainment,Gaming,Technology ,Media Production,Media,Toys & Games","AI & Machine Learning,Media Production & Distribution,Game Dev",Makkah,Saudi Arabia,3,500K – 2M,Startup / Small,500000000.0,13.68,Yes,1.25M,Low,
Uppermost,https://uppermostsa.com/,,Pre-Seed,"Real Estate,Financial Services","SaaS,RegTech,Financial Solution",Riyadh,Saudi Arabia,3,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,
Athek,Www.ATHEK.Com,,Seed,Technology ,IT Solutions Services,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Seyaha,www.seyaha.net,,Seed,Travel & Tourism,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Techrar,https://techrar.com/,,Pre-Series A,Food & Beverages ,"Subscription,SaaS",Makkah,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,13.68,Yes,4.00M,Medium,2022
Popsy,https://www.popsy.sa/,,Pre-Series A,"Consumer Service ,Electronics ,Retail","Marketplace,Consumer Services",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2017
Resal,Www.resal.me,,Pre-Series B,"Technology ,Financial Services",,Makkah,Saudi Arabia,0,10M – 18M,Mid-level,10000000.0,13.68,No,14.00M,Medium,2018
Builtop,www.builtop.com,,Seed,"Real Estate,Construction,Technology ",Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
sayan,sayan.pro,,Pre-Seed,"Education,Electronics ","Affiliate Marketing,E-Commerce,E-Learning",Madinah,Saudi Arabia,3,500K – 2M,Startup / Small,500000000.0,2.87,Yes,1.25M,Low,
Matjrah,https://matjrah.com,,Seed,Technology ,SaaS,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,
SCOVR,www.scovr.com,,Seed,"Travel & Tourism,Healthcare,Sports,Communication,Gaming,Social,Entertainment","SmartCity/Home,Social Commerce ",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Blend Comapny,Tryblend.net,,Seed,"Technology ,Food & Beverages ","Cloud Solution ,Fleet Mangement ,SaaS",Riyadh,Saudi Arabia,3,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2024
Hysabat Solutions,hysabat.com,,Pre-Seed,Technology ,"SaaS,Cloud Solution ,ePOS,Financial Solution,Last Mile Delivery,HR & Recruitment ,ERP",Riyadh,Saudi Arabia,7,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,
